index	term_id
207	68362
208	27651
209	11863
210	48120
211	41804
212	8697
213	12853
214	24596
215	56397
216	46290
217	24219
218	6724
219	47751
220	18109
221	44201
222	21292
223	27778
224	16920
225	41259
226	33991
227	49465
228	10172
229	43326
230	52231
231	25239
232	9456
233	19894
234	40700
235	1194582
236	58499
237	11686
238	37433
239	49062
240	38785
241	43572
242	29167
243	15140
244	50331
245	22789
246	33309
247	1342639
248	75543
249	58536
250	70203
251	49555
252	15485
253	51492
254	24533
255	15019
256	31504
257	29665
258	5063
259	65356
260	14173
261	18986
262	18101
263	6951
264	47624
265	112305
266	29698
267	40611
268	25780
269	90448
270	13651
271	26507
272	46661
273	14411
274	40106
275	23869
276	22500
277	9335
278	30285
279	29064
280	3718
281	58086
282	35077
283	13577
284	44105
285	73382
286	18026
287	43788
288	50695
289	17752
290	81623
291	42192
292	12093
293	26205
294	58229
295	18699
296	5403
297	11730
298	38486
299	29715
300	77412
301	5234
302	4044
303	34084
304	26074
305	43648
306	13841
307	7230
308	60721
309	421541
310	66761
311	29263
312	26583
313	62886
314	19909
315	23119
316	658184
317	45531
318	26582
319	14521
320	5143
321	2188874
322	12691
323	1950610
324	46019
325	28884
326	47138
327	3664
328	50857
329	33599
330	95444
331	30476
332	37252
333	14158
334	37885
335	11402
336	25929
337	34886
338	17906
339	6425
340	55403
341	15712
342	51925
343	2566488
344	23642
345	29997
346	26617
347	38129
348	46531
349	38005
350	39577
351	39479
352	54782
353	31558
354	11379
355	23012
356	130872
357	66458
358	12145
359	59767
360	51967
361	136671
362	53597
363	50255
364	29833
365	90495
366	48271
367	28028
368	39860
369	10804
370	92144
371	21491
372	20174
373	10041
374	1955089
375	7675
376	47097
377	25293
378	6234
379	31726
380	69600
381	17023
382	4011
383	33155
384	29704
385	46825
386	19377
387	4830
388	22522
389	18909
390	40009
391	30932
392	36869
393	8990
394	46211
395	47604
396	37714
397	30772
398	52361
399	45685
400	27856
401	17262
402	19881
403	13308
404	27941
405	55472
406	61531
407	14742
408	46943
409	22816
410	4057
411	17809
412	8319
413	3872
414	49755
415	64847
416	37076
417	43344
418	7198
419	9315
420	266
421	59979
422	10408
423	40719
424	62616
425	9371
426	41324
427	26964
428	42767
429	73793
430	2134471
431	938
432	30110
433	64359
434	19672
435	21002
436	42946
437	23588
438	18953
439	35183
440	33030
441	28442
442	23898
443	34069
444	14405
445	11391
446	38632
447	9466
448	59254
449	22411
450	52137
451	63638
452	111624
453	39926
454	66440
455	55355
456	25632
457	8110
458	13757
459	78361
460	125484
461	47258
462	47927
463	26827
464	8362
465	29024
466	57062
467	19805
468	27590
469	30440
470	41948
471	6607
472	21543
473	19823
474	10799
475	46810
476	2247
477	76101
478	34600
479	53554
480	10471
481	16310
482	39498
483	47744
484	42651
485	26687
486	50692
487	11318
488	34116
489	38298
490	45608
491	26791
492	24138
493	55542
494	41154
495	17311
496	35110
497	143780
498	39215
499	23962
500	14410
501	44417
502	26717
503	4238
504	29494
505	56745
506	45726
507	125556
508	7585
509	50004
510	22781
511	15018
512	2208105
513	20648
514	88195
515	34592
516	14416
517	33428
518	47775
519	37367
520	31060
521	16319
522	52396
523	8524
524	47858
525	28636
526	27224
527	9549
528	13997
529	51310
530	22315
531	16198
532	52930
533	17526
534	29588
535	36113
536	14972
537	38056
538	40390
539	108831
540	10047
541	50450
542	39439
543	14835
544	38656
545	28876
546	57930
547	22747
548	14927
549	41760
550	14038
551	30600
552	28009
553	16015
554	28564
555	22574
556	74852
557	33368
558	30726
559	35129
560	46265
561	13099
562	16954
563	30748
564	42493
565	8825
566	22486
567	36561
568	14751
569	26045
570	53464
571	61266
572	15874
573	43835
574	9047
575	17410
576	34031
577	33711
578	36702
579	18093
580	495
581	14296
582	43631
583	19047
584	42178
585	29488
586	23443
587	22117
588	49743
589	10897
590	27766
591	52911
592	43046
593	53420
594	30567
595	104603
596	55626
597	38142
598	25415
599	21393
600	38624
601	46584
602	17337
603	6835
604	23824
605	42794
606	2731
607	56214
608	25648
609	24064
610	20805
611	34879
612	40166
613	44293
614	75154
615	32161
616	48568
617	16499
618	45707
619	12409
620	45240
621	26171
622	12122
623	52318
624	32513
625	44817
626	51907
627	22518
628	13894
629	61234
630	37175
631	1389
632	12029
633	4391
634	47862
635	19191
636	16088
637	51743
638	15570
639	1484
640	25428
641	33643
642	57073
643	44345
644	21924
645	28582
646	50532
647	32379
648	34093
649	55901
650	48748
651	7483
652	50117
653	95632
654	35305
655	21783
656	128677
657	27929
658	83566
659	16121
660	24833
661	48085
662	35744
663	15133
664	30551
665	17672
666	28337
667	63588
668	63579
669	49494
670	24892
671	5883
672	26757
673	22734
674	15010
675	10002
676	35929
677	6262
678	66576
679	36239
680	77440
681	32106
682	23720
683	9056
684	44674
685	49128
686	117644
687	12213
688	72053
689	107273
690	32491
691	21340
692	21479
693	25992
694	18169
695	19126
696	32022
697	50293
698	49013
699	16236
700	47270
701	34782
702	3528
703	11222
704	46231
705	19411
706	50595
707	15153
708	11700
709	13470
710	17760
711	13601
712	51363
713	7760
714	30021
715	18386
716	23019
717	1249189
718	36083
719	55942
720	44569
721	78583
722	12578
723	99426
724	32778
725	21786
726	23912
727	23387
728	15588
729	15527
730	44728
731	63580
732	58299
733	80610
734	41425
735	40781
736	62829
737	43240
738	131820
739	13616
740	26811
741	11094
742	22432
743	26952
744	42708
745	50582
746	47344
747	19062
748	503123
749	32815
750	37673
751	37106
752	37630
753	42055
754	31111
755	75964
756	32171
757	4963
758	31883
759	16517
760	98917
761	57788
762	52603
763	44657
764	60164
765	46385
766	35381
767	96568
768	27464
769	20075
770	23763
771	40307
772	24576
773	36927
774	12235
775	26759
776	4041
777	42900
778	27497
779	60143
780	33846
781	5058
782	122207
783	23893
784	19984
785	47154
786	23718
787	5276
788	27043
789	56104
790	12439
791	3242
792	64641
793	33284
794	12621
795	2538
796	32205
797	23569
798	17558
799	22844
800	1274195
801	44600
802	25442
803	24932
804	44086
805	17763
806	30086
807	99608
808	51595
809	13628
810	35658
811	11171
812	33538
813	23819
814	29394
815	17111
816	107854
817	39404
818	39008
819	26807
820	26221
821	10467
822	57033
823	25590
824	19829
825	7731
826	7402
827	81264
828	20682
829	25132
830	11822
831	9873
832	2843
833	35486
834	8719
835	50237
836	27245
837	428330
838	16027
839	23405
840	12697
841	2451
842	22499
843	37073
844	21090
845	11465
846	25938
847	35221
848	46096
849	20647
850	93424
851	31028
852	42547
853	20890
854	49256
855	80390
856	106490
857	29028
858	21571
859	23917
860	23957
861	2959529
862	33619
863	51746
864	43758
865	15373
866	48966
867	17379
868	30193
869	39446
870	48769
871	63810
872	63877
873	55349
874	51352
875	22676
876	40747
877	2289
878	31910
879	45411
880	25595
881	50125
882	23985
883	11836
884	38702
885	17076
886	74066
887	36796
888	23823
889	15172
890	5273
891	61313
892	18474
893	34397
894	6806
895	41308
896	14472
897	42094
898	75216
899	3977
900	16494
901	62018
902	41135
903	42744
904	18192
905	56944
906	24309
907	54856
908	32339
909	17123
910	21738
911	52205
912	64974
913	20927
914	41981
915	53182
916	71393
917	13946
918	78155
919	12640
920	3529
921	47844
922	16231
923	14759
924	53998
925	8779
926	49508
927	37277
928	4085
929	57049
930	44908
931	10757
932	108162
933	8281
934	55238
935	23975
936	59111
937	26956
938	26036
939	48648
940	43831
941	55571
942	9922
943	42152
944	81401
945	42568
946	46609
947	19322
948	13754
949	48702
950	37304
951	60024
952	6528
953	25534
954	47646
955	27217
956	20869
957	1261488
958	30533
959	62455
960	42036
961	57377
962	27737
963	49146
964	25386
965	7057
966	27537
967	19366
968	57767
969	35900
970	58889
971	55187
972	58941
973	46234
974	41814
975	23860
976	2997
977	31338
978	45798
979	23321
980	37753
981	26741
982	30647
983	20003
984	1163241
985	32399
986	16563
987	52230
988	8071
989	12352
990	43707
991	15011
992	22367
993	17420
994	4024
995	34555
996	28710
997	44346
998	51655
999	19744
1000	55676
1001	10230
1002	20388
1003	24070
1004	23746
1005	23082
1006	25140
1007	55460
1008	31717
1009	40400
1010	18451
1011	19294
1012	35670
1013	41619
1014	15476
1015	90952
1016	7193
1017	21023
1018	37672
1019	22643
1020	29319
1021	12385
1022	55263
1023	29691
1024	50858
1025	23712
1026	137616
1027	27752
1028	27983
1029	44070
1030	16606
1031	23521
1032	45417
1033	24223
1034	20582
1035	32730
1036	81063
1037	22718
1038	23371
1039	11393
1040	11978
1041	21065
1042	41080
1043	9699
1044	18727
1045	54559
1046	33830
1047	92145
1048	12828
1049	876
1050	19113
1051	14314
1052	19320
1053	96417
1054	2792629
1055	1277128
1056	31321
1057	45318
1058	13111
1059	10470
1060	31008
1061	34462
1062	61866
1063	108121
1064	67603
1065	33078
1066	44432
1067	40288
1068	23730
1069	6657
1070	9920
1071	59746
1072	3895
1073	40652
1074	28942
1075	4202
1076	64464
1077	501220
1078	13202
1079	17726
1080	8174
1081	10136
1082	52545
1083	43085
1084	36576
1085	67347
1086	1211967
1087	28401
1088	46631
1089	31278
1090	7927
1091	82348
1092	2023186
1093	19223
1094	921
1095	32086
1096	56267
1097	43727
1098	12116
1099	29557
1100	27199
1101	25576
1102	7895
1103	27262
1104	58451
1105	34057
1106	466284
1107	25043
1108	28700
1109	81755
1110	8175
1111	43819
1112	37793
1113	82826
1114	32209
1115	10820
1116	46773
1117	103113
1118	24699
1119	14207
1120	16025
1121	48456
1122	19916
1123	7173
1124	31928
1125	12587
1126	26718
1127	17474
1128	16824
1129	108312
1130	19217
1131	22009
1132	75256
1133	7164
1134	32644
1135	38314
1136	9027
1137	39171
1138	45866
1139	31955
1140	50446
1141	31893
1142	18627
1143	39865
1144	8841
1145	29147
1146	8289
1147	10445
1148	9171
1149	11753
1150	38805
1151	11633
1152	83711
1153	30529
1154	44393
1155	26044
1156	43485
1157	18655
1158	38741
1159	52543
1160	17890
1161	41142
1162	39757
1163	30067
1164	1808
1165	22436
1166	78271
1167	46263
1168	62412
1169	23113
1170	31923
1171	33989
1172	33940
1173	35847
1174	44335
1175	2688419
1176	35136
1177	30475
1178	47046
1179	27410
1180	36118
1181	46166
1182	23526
1183	84749
1184	51752
1185	11338
1186	30543
1187	71720
1188	10543
1189	41270
1190	64284
1191	2747
1192	15926
1193	5719
1194	600282
1195	25412
1196	118132
1197	19727
1198	16155
1199	69795
1200	16140
1201	5702
1202	34154
1203	25761
1204	29511
1205	18003
1206	23674
1207	122982
1208	43681
1209	13713
1210	40850
1211	41272
1212	8411
1213	20220
1214	19471
1215	15217
1216	50188
1217	13491
1218	49261
1219	20303
1220	91922
1221	28696
1222	15241
1223	43236
1224	5594
1225	7294
1226	22614
1227	15835
1228	40782
1229	12891
1230	39062
1231	16721
1232	45642
1233	30378
1234	23753
1235	18804
1236	37517
1237	99407
1238	51702
1239	24567
1240	8621
1241	55903
1242	44416
1243	44107
1244	19737
1245	18514
1246	7003
1247	27480
1248	47798
1249	24051
1250	55953
1251	52699
1252	7260
1253	70490
1254	23621
1255	7974
1256	51953
1257	49980
1258	6233
1259	7857
1260	43077
1261	14122
1262	18335
1263	3468
1264	98615
1265	27620
1266	53951
1267	43762
1268	14024
1269	111476
1270	8960
1271	33870
1272	98204
1273	12785
1274	40041
1275	46207
1276	36828
1277	25581
1278	18645
1279	30946
1280	58755
1281	81707
1282	16117
1283	26642
1284	22323
1285	14787
1286	32938
1287	8302
1288	22364
1289	15297
1290	28265
1291	14239
1292	23351
1293	17396
1294	45146
1295	28743
1296	33294
1297	546255
1298	7812
1299	29241
1300	28755
1301	39227
1302	29049
1303	33692
1304	35300
1305	48784
1306	14420
1307	548295
1308	37113
1309	72422
1310	21318
1311	7476
1312	21262
1313	54220
1314	33782
1315	1196193
1316	21370
1317	29421
1318	18682
1319	9087
1320	94717
1321	40627
1322	25556
1323	3221
1324	9907
1325	35455
1326	26838
1327	63805
1328	54348
1329	46832
1330	54571
1331	22810
1332	16630
1333	45239
1334	40987
1335	43011
1336	39088
1337	52439
1338	54970
1339	34299
1340	38302
1341	71528
1342	4841
1343	18745
1344	40783
1345	12509
1346	1988122
1347	1022746
1348	20722
1349	30733
1350	24265
1351	24274
1352	31076
1353	86122
1354	21841
1355	53839
1356	9329
1357	34962
1358	1197835
1359	62689
1360	7960
1361	28394
1362	43446
1363	48913
1364	26878
1365	17436
1366	41731
1367	52317
1368	13508
1369	22014
1370	46755
1371	36132
1372	460949
1373	36928
1374	22936
1375	11702
1376	12319
1377	54474
1378	36015
1379	116418
1380	99216
1381	23294
1382	47085
1383	9912
1384	37871
1385	26830
1386	51922
1387	59054
1388	32285
1389	47115
1390	34380
1391	25702
1392	10491
1393	38587
1394	28938
1395	7121
1396	11144
1397	17010
1398	24037
1399	6477
1400	2775147
1401	62528
1402	124278
1403	65577
1404	66073
1405	34912
1406	49862
1407	19308
1408	111135
1409	47222
1410	12394
1411	77842
1412	18864
1413	43838
1414	15376
1415	48381
1416	90933
1417	37364
1418	27585
1419	142332
1420	22325
1421	24562
1422	26805
1423	51450
1424	19990
1425	59142
1426	35659
1427	20255
1428	45669
1429	24620
1430	39473
1431	87686
1432	879174
1433	39586
1434	7446
1435	43734
1436	11715
1437	35938
1438	61655
1439	106583
1440	31477
1441	41855
1442	12867
1443	29293
1444	30012
1445	30789
1446	29909
1447	61323
1448	9278
1449	46594
1450	51240
1451	55887
1452	50570
1453	49776
1454	131002
1455	38139
1456	18742
1457	72548
1458	31228
1459	45791
1460	29840
1461	22145
1462	18050
1463	18116
1464	44230
1465	23235
1466	10269
1467	56682
1468	7906
1469	35196
1470	32286
1471	25492
1472	38009
1473	41856
1474	39009
1475	18082
1476	12130
1477	5754
1478	31689
1479	26943
1480	25213
1481	46732
1482	14429
1483	47565
1484	25666
1485	71908
1486	60168
1487	26888
1488	24119
1489	106267
1490	33239
1491	9111
1492	33163
1493	11973
1494	43673
1495	3069
1496	59460
1497	29094
1498	25301
1499	72373
1500	53125
1501	59664
1502	22096
1503	98123
1504	41781
1505	69594
1506	42174
1507	53049
1508	39116
1509	25747
1510	9936
1511	50085
1512	12024
1513	44240
1514	66236
1515	37207
1516	33233
1517	21451
1518	27826
1519	49114
1520	4795
1521	24430
1522	7122
1523	52894
1524	15708
1525	36315
1526	14349
1527	111196
1528	48393
1529	31013
1530	12232
1531	36849
1532	47092
1533	465699
1534	34554
1535	19892
1536	4709
1537	3214
1538	45494
1539	22887
1540	29622
1541	26214
1542	59915
1543	19628
1544	26215
1545	2413
1546	57528
1547	30220
1548	36167
1549	38760
1550	37187
1551	23797
1552	14970
1553	37926
1554	69874
1555	24633
1556	51274
1557	46075
1558	34961
1559	18305
1560	28853
1561	52224
1562	34759
1563	44065
1564	44124
1565	62025
1566	31909
1567	39755
1568	54831
1569	6594
1570	75173
1571	57975
1572	9634
1573	64052
1574	6642
1575	18566
1576	87166
1577	10383
1578	44145
1579	55209
1580	52492
1581	17090
1582	52876
1583	9788
1584	9845
1585	44556
1586	36838
1587	93086
1588	5179
1589	29075
1590	15970
1591	5217
1592	21800
1593	33150
1594	44806
1595	359190
1596	27320
1597	23601
1598	21776
1599	7740
1600	6165
1601	24353
1602	33488
1603	29623
1604	95741
1605	14632
1606	52011
1607	78891
1608	10859
1609	10152
1610	6457
1611	47478
1612	32751
1613	45336
1614	52352
1615	10093
1616	35267
1617	14592
1618	12839
1619	33496
1620	46572
1621	13329
1622	59366
1623	32265
1624	28699
1625	51277
1626	39876
1627	8560
1628	26906
1629	22098
1630	17217
1631	35692
1632	709870
1633	44089
1634	28134
1635	13568
1636	48450
1637	47064
1638	10498
1639	60253
1640	13255
1641	17636
1642	36669
1643	11365
1644	24652
1645	12520
1646	12163
1647	29116
1648	10688
1649	44643
1650	54878
1651	4331
1652	17543
1653	43760
1654	28370
1655	56165
1656	9331
1657	11449
1658	15623
1659	2315
1660	67480
1661	45070
1662	49962
1663	82130
1664	46493
1665	26536
1666	13063
1667	11068
1668	25167
1669	32055
1670	29183
1671	36880
1672	6175
1673	44308
1674	16018
1675	1105452
1676	40047
1677	24374
1678	39784
1679	44637
1680	29510
1681	35912
1682	45143
1683	3295
1684	42116
1685	138375
1686	8939
1687	5914
1688	56003
1689	47111
1690	29338
1691	337
1692	11764
1693	35281
1694	5946
1695	15449
1696	24803
1697	38499
1698	3755
1699	45526
1700	28713
1701	31476
1702	27883
1703	36090
1704	37392
1705	59832
1706	8180
1707	83467
1708	19148
1709	17848
1710	33409
1711	30293
1712	13705
1713	45054
1714	43191
1715	31322
1716	52709
1717	11156
1718	44014
1719	109185
1720	21290
1721	30511
1722	715204
1723	72757
1724	104604
1725	37365
1726	22566
1727	36112
1728	23169
1729	37118
1730	7252
1731	49142
1732	18976
1733	58532
1734	29648
1735	12727
1736	42386
1737	29967
1738	2384
1739	12337
1740	121276
1741	21648
1742	33843
1743	48993
1744	16007
1745	47950
1746	27277
1747	38110
1748	19174
1749	51369
1750	20331
1751	25706
1752	19332
1753	15717
1754	12079
1755	33261
1756	29621
1757	58890
1758	8103
1759	22246
1760	25924
1761	7158
1762	51219
1763	11422
1764	49597
1765	15727
1766	36519
1767	11321
1768	17896
1769	24466
1770	20231
1771	31555
1772	28513
1773	47463
1774	36843
1775	43062
1776	37040
1777	17737
1778	30893
1779	58781
1780	32785
1781	128999
1782	15579
1783	7550
1784	13092
1785	51582
1786	20374
1787	51162
1788	30173
1789	2241
1790	17541
1791	55983
1792	43045
1793	59412
1794	15778
1795	11492
1796	25820
1797	8610
1798	25862
1799	44624
1800	51839
1801	33642
1802	43873
1803	44795
1804	80327
1805	139528
1806	1060543
1807	90621
1808	50424
1809	39123
1810	9080
1811	19802
1812	66675
1813	12536
1814	36966
1815	26170
1816	33418
1817	34490
1818	43687
1819	63565
1820	11783
1821	26529
1822	33467
1823	23390
1824	12564
1825	40966
1826	5433
1827	7328
1828	22875
1829	12776
1830	135518
1831	54123
1832	44848
1833	35917
1834	74374
1835	6250
1836	44210
1837	11602
1838	44901
1839	58874
1840	14497
1841	13979
1842	33971
1843	17849
1844	44935
1845	28051
1846	104188
1847	18866
1848	23370
1849	14374
1850	80298
1851	13986
1852	46843
1853	37319
1854	30769
1855	33447
1856	25639
1857	19611
1858	4150
1859	31859
1860	48881
1861	47712
1862	10375
1863	31830
1864	43093
1865	4697
1866	27461
1867	25000
1868	45739
1869	33362
1870	52665
1871	40480
1872	51315
1873	33319
1874	20997
1875	86510
1876	1302358
1877	128802
1878	28714
1879	23531
1880	46271
1881	20430
1882	10227
1883	47948
1884	28599
1885	31802
1886	20695
1887	52037
1888	52152
1889	35115
1890	29200
1891	8520
1892	5339
1893	41503
1894	42056
1895	42405
1896	55186
1897	13192
1898	60161
1899	23040
1900	29518
1901	18388
1902	18100
1903	59613
1904	84941
1905	72280
1906	32753
1907	8600
1908	72652
1909	30599
1910	39263
1911	21237
1912	42128
1913	91423
1914	30728
1915	7216
1916	36667
1917	13521
1918	1923694
1919	13582
1920	19743
1921	20137
1922	44798
1923	17589
1924	45008
1925	43068
1926	37067
1927	41088
1928	68812
1929	36748
1930	21610
1931	21442
1932	13482
1933	25035
1934	101518
1935	18217
1936	53247
1937	35460
1938	15667
1939	60802
1940	38859
1941	15138
1942	46276
1943	54237
1944	22084
1945	14680
1946	23027
1947	43167
1948	9298
1949	21983
1950	16695
1951	1155985
1952	46543
1953	40487
1954	33307
1955	33352
1956	2586
1957	48961
1958	95379
1959	7883
1960	33096
1961	41181
1962	54757
1963	45293
1964	18818
1965	24815
1966	48970
1967	4175
1968	33264
1969	7443
1970	9349
1971	7928
1972	139196
1973	42746
1974	40510
1975	63462
1976	11220
1977	26352
1978	22328
1979	31469
1980	66980
1981	12000
1982	21040
1983	35314
1984	25091
1985	47372
1986	91226
1987	55655
1988	40490
1989	10079
1990	28208
1991	19966
1992	4302
1993	50564
1994	64460
1995	9388
1996	8642
1997	42377
1998	33152
1999	6979
2000	17860
2001	22109
2002	20746
2003	6176
2004	41479
2005	8605
2006	31537
2007	31309
2008	76125
2009	9652
2010	7256
2011	86058
2012	30162
2013	43101
2014	28765
2015	22708
2016	42337
2017	86317
2018	6483
2019	7168
2020	34234
2021	34933
2022	67622
2023	39495
2024	47933
2025	16892
2026	12371
2027	11661
2028	40739
2029	53945
2030	38409
2031	23670
2032	57246
2033	24461
2034	132403
2035	11468
2036	8274
2037	52857
2038	13545
2039	34890
2040	45794
2041	25004
2042	21209
2043	79291
2044	27552
2045	32466
2046	72596
2047	77430
2048	19867
2049	12557
2050	16764
2051	16927
2052	34726
2053	40630
2054	34901
2055	4451
2056	9145
2057	40039
2058	29266
2059	4023
2060	35310
2061	56922
2062	14261
2063	13736
2064	3733
2065	39245
2066	49207
2067	30644
2068	52168
2069	38951
2070	15949
2071	44612
2072	19649
2073	15198
2074	22772
2075	31057
2076	4173
2077	1504389
2078	43063
2079	62318
2080	19653
2081	30156
2082	27896
2083	23057
2084	18653
2085	41096
2086	41627
2087	42684
2088	56309
2089	21053
2090	11835
2091	26904
2092	42694
2093	55978
2094	30346
2095	42617
2096	56078
2097	28195
2098	47441
2099	4371
2100	45982
2101	2481
2102	38117
2103	1323168
2104	8085
2105	33156
2106	60472
2107	75095
2108	32677
2109	35306
2110	45856
2111	52680
2112	45228
2113	18816
2114	18785
2115	3634
2116	29624
2117	39797
2118	39223
2119	67747
2120	47125
2121	10842
2122	5676
2123	136622
2124	31851
2125	17085
2126	48562
2127	10808
2128	19218
2129	2408880
2130	52466
2131	57878
2132	43846
2133	19788
2134	44562
2135	16943
2136	26094
2137	57876
2138	9727
2139	14055
2140	22855
2141	21207
2142	428184
2143	49475
2144	60668
2145	605970
2146	16330
2147	29854
2148	3651
2149	54542
2150	5378
2151	8765
2152	9903
2153	1147103
2154	42179
2155	51047
2156	16608
2157	43844
2158	40412
2159	55011
2160	57094
2161	28718
2162	18547
2163	31072
2164	56029
2165	9843
2166	21793
2167	29637
2168	28842
2169	40251
2170	22958
2171	28118
2172	1995351
2173	42384
2174	106254
2175	15037
2176	57109
2177	9791
2178	29165
2179	36918
2180	17303
2181	63229
2182	13919
2183	14764
2184	15163
2185	125704
2186	50542
2187	41743
2188	460948
2189	8651
2190	27099
2191	2869
2192	24789
2193	53978
2194	29954
2195	15957
2196	8421
2197	26179
2198	19339
2199	29848
2200	24185
2201	3160
2202	39250
2203	17496
2204	40884
2205	44634
2206	32343
2207	69099
2208	31522
2209	44176
2210	90939
2211	36556
2212	62818
2213	12347
2214	9115
2215	48430
2216	35029
2217	46340
2218	3356
2219	50200
2220	40873
2221	5807
2222	18744
2223	24279
2224	27591
2225	37209
2226	20817
2227	33489
2228	18639
2229	38348
2230	38554
2231	21059
2232	11044
2233	45961
2234	57086
2235	42166
2236	10580
2237	2792
2238	28948
2239	24406
2240	31051
2241	44516
2242	20189
2243	35733
2244	15816
2245	64180
2246	55480
2247	42311
2248	35555
2249	8917
2250	34094
2251	13437
2252	57791
2253	48012
2254	6323
2255	12780
2256	31730
2257	22099
2258	91899
2259	36961
2260	50802
2261	50322
2262	69431
2263	42771
2264	23847
2265	6184
2266	51500
2267	12255
2268	18995
2269	35322
2270	52596
2271	43905
2272	7185
2273	12954
2274	50833
2275	28050
2276	10349
2277	47641
2278	28063
2279	37633
2280	16876
2281	94045
2282	28514
2283	15015
2284	57699
2285	11382
2286	52282
2287	38979
2288	19754
2289	88457
2290	31567
2291	55638
2292	47758
2293	21173
2294	86816
2295	110315
2296	39229
2297	25520
2298	33831
2299	29931
2300	58688
2301	15999
2302	40668
2303	53847
2304	18309
2305	31331
2306	8105
2307	1271181
2308	34352
2309	14190
2310	19438
2311	10301
2312	60420
2313	48356
2314	7770
2315	62959
2316	18346
2317	33644
2318	1268859
2319	38406
2320	9615
2321	31879
2322	43591
2323	45138
2324	39746
2325	23276
2326	93607
2327	44248
2328	3319
2329	59742
2330	34828
2331	19567
2332	47724
2333	6497
2334	26758
2335	24867
2336	73461
2337	96571
2338	4480
2339	31455
2340	60372
2341	57645
2342	32051
2343	19515
2344	107341
2345	3129941
2346	32333
2347	44977
2348	25829
2349	53339
2350	33680
2351	30138
2352	91865
2353	44547
2354	15484
2355	22567
2356	24934
2357	45882
2358	121839
2359	21132
2360	44249
2361	33175
2362	92517
2363	27506
2364	27798
2365	20653
2366	42764
2367	17442
2368	28680
2369	62051
2370	52763
2371	28336
2372	11854
2373	51132
2374	32569
2375	27952
2376	16423
2377	46362
2378	30381
2379	15467
2380	35182
2381	20641
2382	47742
2383	17879
2384	40851
2385	40434
2386	19507
2387	29991
2388	22407
2389	31084
2390	15632
2391	1991641
2392	41417
2393	16918
2394	46683
2395	146424
2396	47966
2397	66941
2398	518
2399	6586
2400	7117
2401	18140
2402	97792
2403	8122
2404	35181
2405	60529
2406	8962
2407	32043
2408	24204
2409	18719
2410	13124
2411	52652
2412	14862
2413	26178
2414	56075
2415	31252
2416	26213
2417	32989
2418	11316
2419	22920
2420	37741
2421	5766
2422	12911
2423	8091
2424	21839
2425	16542
2426	91995
2427	17789
2428	17759
2429	1419125
2430	41403
2431	22582
2432	21803
2433	47675
2434	17942
2435	2965158
2436	54495
2437	65464
2438	97525
2439	500999
2440	30246
2441	80987
2442	48715
2443	6513
2444	17302
2445	114237
2446	8053
2447	16035
2448	49550
2449	8077
2450	30151
2451	26222
2452	39448
2453	18855
2454	22995
2455	33073
2456	24910
2457	7515
2458	25444
2459	1116556
2460	18524
2461	49994
2462	13569
2463	44430
2464	72035
2465	11207
2466	33895
2467	30913
2468	8891
2469	13583
2470	38078
2471	10526
2472	35130
2473	13835
2474	40860
2475	5803
2476	5525
2477	9139
2478	53845
2479	8356
2480	27629
2481	29261
2482	21796
2483	31572
2484	51584
2485	42260
2486	15052
2487	13555
2488	42161
2489	50763
2490	7852
2491	18601
