index	STRING_id
317	9606.ENSP00000363667
318	9606.ENSP00000345083
319	9606.ENSP00000362807
320	9606.ENSP00000356076
321	9606.ENSP00000265271
322	9606.ENSP00000469049
323	9606.ENSP00000285083
324	9606.ENSP00000262464
325	9606.ENSP00000216629
326	9606.ENSP00000264414
327	9606.ENSP00000380762
328	9606.ENSP00000000412
329	9606.ENSP00000422846
330	9606.ENSP00000276414
331	9606.ENSP00000252826
332	9606.ENSP00000277632
333	9606.ENSP00000349298
334	9606.ENSP00000320291
335	9606.ENSP00000286091
336	9606.ENSP00000321573
337	9606.ENSP00000354490
338	9606.ENSP00000296632
339	9606.ENSP00000257290
340	9606.ENSP00000307298
341	9606.ENSP00000240687
342	9606.ENSP00000271628
343	9606.ENSP00000339958
344	9606.ENSP00000218075
345	9606.ENSP00000362948
346	9606.ENSP00000310088
347	9606.ENSP00000328708
348	9606.ENSP00000445175
349	9606.ENSP00000424424
350	9606.ENSP00000027335
351	9606.ENSP00000294413
352	9606.ENSP00000293860
353	9606.ENSP00000332448
354	9606.ENSP00000289749
355	9606.ENSP00000257527
356	9606.ENSP00000345580
357	9606.ENSP00000220966
358	9606.ENSP00000350170
359	9606.ENSP00000335557
360	9606.ENSP00000216416
361	9606.ENSP00000275764
362	9606.ENSP00000274545
363	9606.ENSP00000326128
364	9606.ENSP00000385586
365	9606.ENSP00000254235
366	9606.ENSP00000256545
367	9606.ENSP00000371169
368	9606.ENSP00000397843
369	9606.ENSP00000380718
370	9606.ENSP00000420588
371	9606.ENSP00000355968
372	9606.ENSP00000303279
373	9606.ENSP00000337128
374	9606.ENSP00000376758
375	9606.ENSP00000368683
376	9606.ENSP00000343314
377	9606.ENSP00000295746
378	9606.ENSP00000355124
379	9606.ENSP00000278919
380	9606.ENSP00000339001
381	9606.ENSP00000216911
382	9606.ENSP00000397050
383	9606.ENSP00000338235
384	9606.ENSP00000302719
385	9606.ENSP00000304689
386	9606.ENSP00000254584
387	9606.ENSP00000323945
388	9606.ENSP00000334998
389	9606.ENSP00000329933
390	9606.ENSP00000363768
391	9606.ENSP00000286808
392	9606.ENSP00000295887
393	9606.ENSP00000340523
394	9606.ENSP00000261369
395	9606.ENSP00000247271
396	9606.ENSP00000389455
397	9606.ENSP00000324292
398	9606.ENSP00000269397
399	9606.ENSP00000281419
400	9606.ENSP00000414068
401	9606.ENSP00000362183
402	9606.ENSP00000319281
403	9606.ENSP00000405573
404	9606.ENSP00000356607
405	9606.ENSP00000333948
406	9606.ENSP00000303634
407	9606.ENSP00000440915
408	9606.ENSP00000335605
409	9606.ENSP00000233838
410	9606.ENSP00000344401
411	9606.ENSP00000334675
412	9606.ENSP00000345772
413	9606.ENSP00000247970
414	9606.ENSP00000407425
415	9606.ENSP00000304643
416	9606.ENSP00000358554
417	9606.ENSP00000299300
418	9606.ENSP00000319222
419	9606.ENSP00000363641
420	9606.ENSP00000351211
421	9606.ENSP00000313581
422	9606.ENSP00000363976
423	9606.ENSP00000269025
424	9606.ENSP00000219746
425	9606.ENSP00000331636
426	9606.ENSP00000310332
427	9606.ENSP00000366306
428	9606.ENSP00000264613
429	9606.ENSP00000234142
430	9606.ENSP00000389381
431	9606.ENSP00000355082
432	9606.ENSP00000358802
433	9606.ENSP00000468977
434	9606.ENSP00000306117
435	9606.ENSP00000356671
436	9606.ENSP00000346874
437	9606.ENSP00000356319
438	9606.ENSP00000251900
439	9606.ENSP00000340296
440	9606.ENSP00000320043
441	9606.ENSP00000317144
442	9606.ENSP00000310219
443	9606.ENSP00000285273
444	9606.ENSP00000005226
445	9606.ENSP00000344546
446	9606.ENSP00000215941
447	9606.ENSP00000327557
448	9606.ENSP00000360882
449	9606.ENSP00000411658
450	9606.ENSP00000335144
451	9606.ENSP00000416959
452	9606.ENSP00000386226
453	9606.ENSP00000337446
454	9606.ENSP00000372459
455	9606.ENSP00000385795
456	9606.ENSP00000328472
457	9606.ENSP00000298316
458	9606.ENSP00000296684
459	9606.ENSP00000012443
460	9606.ENSP00000194130
461	9606.ENSP00000419371
462	9606.ENSP00000226105
463	9606.ENSP00000369871
464	9606.ENSP00000265239
465	9606.ENSP00000352522
466	9606.ENSP00000265052
467	9606.ENSP00000380675
468	9606.ENSP00000357810
469	9606.ENSP00000364389
470	9606.ENSP00000306881
471	9606.ENSP00000375863
472	9606.ENSP00000378505
473	9606.ENSP00000353098
474	9606.ENSP00000271331
475	9606.ENSP00000304198
476	9606.ENSP00000308179
477	9606.ENSP00000380256
478	9606.ENSP00000384792
479	9606.ENSP00000362937
480	9606.ENSP00000368266
481	9606.ENSP00000348706
482	9606.ENSP00000456039
483	9606.ENSP00000355396
484	9606.ENSP00000310036
485	9606.ENSP00000305221
486	9606.ENSP00000357794
487	9606.ENSP00000280187
488	9606.ENSP00000302216
489	9606.ENSP00000324172
490	9606.ENSP00000328737
491	9606.ENSP00000280020
492	9606.ENSP00000292095
493	9606.ENSP00000318821
494	9606.ENSP00000200135
495	9606.ENSP00000296597
496	9606.ENSP00000374529
497	9606.ENSP00000355265
498	9606.ENSP00000265565
499	9606.ENSP00000358309
500	9606.ENSP00000384040
501	9606.ENSP00000016171
502	9606.ENSP00000313423
503	9606.ENSP00000240343
504	9606.ENSP00000328789
505	9606.ENSP00000340596
506	9606.ENSP00000417175
507	9606.ENSP00000361707
508	9606.ENSP00000261890
509	9606.ENSP00000375080
510	9606.ENSP00000322265
511	9606.ENSP00000310796
512	9606.ENSP00000249499
513	9606.ENSP00000273814
514	9606.ENSP00000377558
515	9606.ENSP00000358120
516	9606.ENSP00000462690
517	9606.ENSP00000296102
518	9606.ENSP00000312735
519	9606.ENSP00000223369
520	9606.ENSP00000290649
521	9606.ENSP00000216115
522	9606.ENSP00000336702
523	9606.ENSP00000316328
524	9606.ENSP00000257555
525	9606.ENSP00000257068
526	9606.ENSP00000308318
527	9606.ENSP00000262457
528	9606.ENSP00000371144
529	9606.ENSP00000221566
530	9606.ENSP00000356379
531	9606.ENSP00000255390
532	9606.ENSP00000217270
533	9606.ENSP00000334657
534	9606.ENSP00000375857
535	9606.ENSP00000267843
536	9606.ENSP00000353422
537	9606.ENSP00000466399
538	9606.ENSP00000311665
539	9606.ENSP00000361010
540	9606.ENSP00000314196
541	9606.ENSP00000305416
542	9606.ENSP00000224764
543	9606.ENSP00000244007
544	9606.ENSP00000229633
545	9606.ENSP00000305714
546	9606.ENSP00000364235
547	9606.ENSP00000304736
548	9606.ENSP00000364898
549	9606.ENSP00000332668
550	9606.ENSP00000373637
551	9606.ENSP00000223190
552	9606.ENSP00000360797
553	9606.ENSP00000357998
554	9606.ENSP00000314606
555	9606.ENSP00000342448
556	9606.ENSP00000234040
557	9606.ENSP00000236979
558	9606.ENSP00000359579
559	9606.ENSP00000357380
560	9606.ENSP00000285379
561	9606.ENSP00000332576
562	9606.ENSP00000319476
563	9606.ENSP00000271638
564	9606.ENSP00000427279
565	9606.ENSP00000311113
566	9606.ENSP00000334738
567	9606.ENSP00000279146
568	9606.ENSP00000243344
569	9606.ENSP00000348838
570	9606.ENSP00000268035
571	9606.ENSP00000407436
572	9606.ENSP00000367208
573	9606.ENSP00000260645
574	9606.ENSP00000437142
575	9606.ENSP00000347428
576	9606.ENSP00000357838
577	9606.ENSP00000298068
578	9606.ENSP00000297431
579	9606.ENSP00000355467
580	9606.ENSP00000331358
581	9606.ENSP00000337850
582	9606.ENSP00000263056
583	9606.ENSP00000262426
584	9606.ENSP00000451792
585	9606.ENSP00000266458
586	9606.ENSP00000257118
587	9606.ENSP00000398890
588	9606.ENSP00000381098
589	9606.ENSP00000360621
590	9606.ENSP00000335371
591	9606.ENSP00000229319
592	9606.ENSP00000312001
593	9606.ENSP00000370543
594	9606.ENSP00000350848
595	9606.ENSP00000310117
596	9606.ENSP00000398597
597	9606.ENSP00000385361
598	9606.ENSP00000367787
599	9606.ENSP00000353444
600	9606.ENSP00000385019
601	9606.ENSP00000369213
602	9606.ENSP00000299206
603	9606.ENSP00000327916
604	9606.ENSP00000374014
605	9606.ENSP00000332721
606	9606.ENSP00000368632
607	9606.ENSP00000338671
608	9606.ENSP00000377148
609	9606.ENSP00000362174
610	9606.ENSP00000360576
611	9606.ENSP00000406577
612	9606.ENSP00000367301
613	9606.ENSP00000347277
614	9606.ENSP00000319501
615	9606.ENSP00000332049
616	9606.ENSP00000319104
617	9606.ENSP00000321108
618	9606.ENSP00000217173
619	9606.ENSP00000450436
620	9606.ENSP00000349932
621	9606.ENSP00000363229
622	9606.ENSP00000428824
623	9606.ENSP00000369574
624	9606.ENSP00000369571
625	9606.ENSP00000368699
626	9606.ENSP00000348069
627	9606.ENSP00000355518
628	9606.ENSP00000367398
629	9606.ENSP00000352785
630	9606.ENSP00000389443
631	9606.ENSP00000253413
632	9606.ENSP00000337688
633	9606.ENSP00000381739
634	9606.ENSP00000426070
635	9606.ENSP00000375682
636	9606.ENSP00000371127
637	9606.ENSP00000435634
638	9606.ENSP00000348565
639	9606.ENSP00000253122
640	9606.ENSP00000359563
641	9606.ENSP00000409555
642	9606.ENSP00000295208
643	9606.ENSP00000295522
644	9606.ENSP00000334105
645	9606.ENSP00000282470
646	9606.ENSP00000470383
647	9606.ENSP00000396896
648	9606.ENSP00000227163
649	9606.ENSP00000401399
650	9606.ENSP00000225296
651	9606.ENSP00000355089
652	9606.ENSP00000440586
653	9606.ENSP00000254803
654	9606.ENSP00000264400
655	9606.ENSP00000264498
656	9606.ENSP00000261461
657	9606.ENSP00000305056
658	9606.ENSP00000297435
659	9606.ENSP00000326581
660	9606.ENSP00000382104
661	9606.ENSP00000411532
662	9606.ENSP00000410815
663	9606.ENSP00000414144
664	9606.ENSP00000296871
665	9606.ENSP00000422753
666	9606.ENSP00000260356
667	9606.ENSP00000310561
668	9606.ENSP00000424711
669	9606.ENSP00000279168
670	9606.ENSP00000345344
671	9606.ENSP00000361892
672	9606.ENSP00000303356
673	9606.ENSP00000371419
674	9606.ENSP00000362803
675	9606.ENSP00000347178
676	9606.ENSP00000269886
677	9606.ENSP00000007516
678	9606.ENSP00000356355
679	9606.ENSP00000387286
680	9606.ENSP00000371003
681	9606.ENSP00000346987
682	9606.ENSP00000290705
683	9606.ENSP00000301607
684	9606.ENSP00000379203
685	9606.ENSP00000316224
686	9606.ENSP00000348206
687	9606.ENSP00000319678
688	9606.ENSP00000371272
689	9606.ENSP00000217407
690	9606.ENSP00000395653
691	9606.ENSP00000293813
692	9606.ENSP00000336752
693	9606.ENSP00000350639
694	9606.ENSP00000338343
695	9606.ENSP00000229758
696	9606.ENSP00000360645
697	9606.ENSP00000405890
698	9606.ENSP00000380250
699	9606.ENSP00000357480
700	9606.ENSP00000255416
701	9606.ENSP00000234301
702	9606.ENSP00000304364
703	9606.ENSP00000327943
704	9606.ENSP00000252891
705	9606.ENSP00000347714
706	9606.ENSP00000285949
707	9606.ENSP00000323264
708	9606.ENSP00000309710
709	9606.ENSP00000339250
710	9606.ENSP00000461728
711	9606.ENSP00000229270
712	9606.ENSP00000348602
713	9606.ENSP00000337463
714	9606.ENSP00000361800
715	9606.ENSP00000265734
716	9606.ENSP00000334458
717	9606.ENSP00000305480
718	9606.ENSP00000300226
719	9606.ENSP00000288111
720	9606.ENSP00000368496
721	9606.ENSP00000378642
722	9606.ENSP00000251595
723	9606.ENSP00000265969
724	9606.ENSP00000254630
725	9606.ENSP00000356000
726	9606.ENSP00000298743
727	9606.ENSP00000362643
728	9606.ENSP00000363390
729	9606.ENSP00000356920
730	9606.ENSP00000383820
731	9606.ENSP00000325564
732	9606.ENSP00000283131
733	9606.ENSP00000303145
734	9606.ENSP00000361882
735	9606.ENSP00000360060
736	9606.ENSP00000320076
737	9606.ENSP00000342008
738	9606.ENSP00000316905
739	9606.ENSP00000293778
740	9606.ENSP00000349576
741	9606.ENSP00000317912
742	9606.ENSP00000450399
743	9606.ENSP00000350467
744	9606.ENSP00000252115
745	9606.ENSP00000311038
746	9606.ENSP00000318631
747	9606.ENSP00000375853
748	9606.ENSP00000309913
749	9606.ENSP00000465742
750	9606.ENSP00000360525
751	9606.ENSP00000412436
752	9606.ENSP00000214869
753	9606.ENSP00000356694
754	9606.ENSP00000253055
755	9606.ENSP00000362354
756	9606.ENSP00000266086
757	9606.ENSP00000365817
758	9606.ENSP00000253332
759	9606.ENSP00000367715
760	9606.ENSP00000246100
761	9606.ENSP00000355721
762	9606.ENSP00000359664
763	9606.ENSP00000281437
764	9606.ENSP00000451261
765	9606.ENSP00000364310
766	9606.ENSP00000253099
767	9606.ENSP00000354791
768	9606.ENSP00000305529
769	9606.ENSP00000346046
770	9606.ENSP00000277120
771	9606.ENSP00000371798
772	9606.ENSP00000308057
773	9606.ENSP00000256452
774	9606.ENSP00000232978
775	9606.ENSP00000285402
776	9606.ENSP00000278407
777	9606.ENSP00000221847
778	9606.ENSP00000346142
779	9606.ENSP00000361544
780	9606.ENSP00000362649
781	9606.ENSP00000419692
782	9606.ENSP00000419952
783	9606.ENSP00000341044
784	9606.ENSP00000324842
785	9606.ENSP00000224073
786	9606.ENSP00000362718
787	9606.ENSP00000323516
788	9606.ENSP00000342144
789	9606.ENSP00000383365
790	9606.ENSP00000318868
791	9606.ENSP00000261601
792	9606.ENSP00000295683
793	9606.ENSP00000257430
794	9606.ENSP00000254908
795	9606.ENSP00000262623
796	9606.ENSP00000307006
797	9606.ENSP00000261475
798	9606.ENSP00000380351
799	9606.ENSP00000343062
800	9606.ENSP00000292614
801	9606.ENSP00000268957
802	9606.ENSP00000276692
803	9606.ENSP00000346693
804	9606.ENSP00000379602
805	9606.ENSP00000341730
806	9606.ENSP00000295926
807	9606.ENSP00000005178
808	9606.ENSP00000440045
809	9606.ENSP00000371577
810	9606.ENSP00000369344
811	9606.ENSP00000262812
812	9606.ENSP00000355778
813	9606.ENSP00000229268
814	9606.ENSP00000321656
815	9606.ENSP00000380785
816	9606.ENSP00000345230
817	9606.ENSP00000230582
818	9606.ENSP00000431445
819	9606.ENSP00000377252
820	9606.ENSP00000394770
821	9606.ENSP00000383020
822	9606.ENSP00000403103
823	9606.ENSP00000393889
824	9606.ENSP00000356182
825	9606.ENSP00000421985
826	9606.ENSP00000339823
827	9606.ENSP00000259455
828	9606.ENSP00000258106
829	9606.ENSP00000236273
830	9606.ENSP00000348897
831	9606.ENSP00000383042
832	9606.ENSP00000205890
833	9606.ENSP00000326604
834	9606.ENSP00000344818
835	9606.ENSP00000245206
836	9606.ENSP00000331664
837	9606.ENSP00000226413
838	9606.ENSP00000338788
839	9606.ENSP00000317125
840	9606.ENSP00000371327
841	9606.ENSP00000428338
842	9606.ENSP00000360498
843	9606.ENSP00000324464
844	9606.ENSP00000356170
845	9606.ENSP00000345751
846	9606.ENSP00000293829
847	9606.ENSP00000231668
848	9606.ENSP00000339299
849	9606.ENSP00000362863
850	9606.ENSP00000359206
851	9606.ENSP00000328511
852	9606.ENSP00000289382
853	9606.ENSP00000276440
854	9606.ENSP00000366124
855	9606.ENSP00000216194
856	9606.ENSP00000379964
857	9606.ENSP00000297268
858	9606.ENSP00000373399
859	9606.ENSP00000168148
860	9606.ENSP00000307525
861	9606.ENSP00000308413
862	9606.ENSP00000372005
863	9606.ENSP00000450281
864	9606.ENSP00000216492
865	9606.ENSP00000346378
866	9606.ENSP00000334223
867	9606.ENSP00000388223
868	9606.ENSP00000276344
869	9606.ENSP00000443140
870	9606.ENSP00000290823
871	9606.ENSP00000245323
872	9606.ENSP00000370258
873	9606.ENSP00000323901
874	9606.ENSP00000367570
875	9606.ENSP00000248248
876	9606.ENSP00000362616
877	9606.ENSP00000442656
878	9606.ENSP00000312042
879	9606.ENSP00000307272
880	9606.ENSP00000331831
881	9606.ENSP00000367770
882	9606.ENSP00000166345
883	9606.ENSP00000375809
884	9606.ENSP00000317379
885	9606.ENSP00000349748
886	9606.ENSP00000341285
887	9606.ENSP00000298296
888	9606.ENSP00000377771
889	9606.ENSP00000290894
890	9606.ENSP00000312664
891	9606.ENSP00000367001
892	9606.ENSP00000302830
893	9606.ENSP00000323300
894	9606.ENSP00000359665
895	9606.ENSP00000261799
896	9606.ENSP00000356230
897	9606.ENSP00000369927
898	9606.ENSP00000280326
899	9606.ENSP00000340396
900	9606.ENSP00000272190
901	9606.ENSP00000339155
902	9606.ENSP00000415203
903	9606.ENSP00000360120
904	9606.ENSP00000296125
905	9606.ENSP00000357775
906	9606.ENSP00000340913
907	9606.ENSP00000342385
908	9606.ENSP00000265965
909	9606.ENSP00000300030
910	9606.ENSP00000254190
911	9606.ENSP00000265056
912	9606.ENSP00000371875
913	9606.ENSP00000253452
914	9606.ENSP00000265963
915	9606.ENSP00000424198
916	9606.ENSP00000354458
917	9606.ENSP00000348460
918	9606.ENSP00000367808
919	9606.ENSP00000301455
920	9606.ENSP00000356231
921	9606.ENSP00000336741
922	9606.ENSP00000297689
923	9606.ENSP00000305494
924	9606.ENSP00000260433
925	9606.ENSP00000225538
926	9606.ENSP00000323913
927	9606.ENSP00000308937
928	9606.ENSP00000313851
929	9606.ENSP00000377566
930	9606.ENSP00000334840
931	9606.ENSP00000428426
932	9606.ENSP00000272610
933	9606.ENSP00000351273
934	9606.ENSP00000292174
935	9606.ENSP00000353058
936	9606.ENSP00000365840
937	9606.ENSP00000403208
938	9606.ENSP00000322524
939	9606.ENSP00000426909
940	9606.ENSP00000342409
941	9606.ENSP00000245552
942	9606.ENSP00000262948
943	9606.ENSP00000349823
944	9606.ENSP00000278888
945	9606.ENSP00000237380
946	9606.ENSP00000246957
947	9606.ENSP00000306080
948	9606.ENSP00000369100
949	9606.ENSP00000389414
950	9606.ENSP00000378350
951	9606.ENSP00000378367
952	9606.ENSP00000243786
953	9606.ENSP00000360190
954	9606.ENSP00000301021
955	9606.ENSP00000370213
956	9606.ENSP00000466799
957	9606.ENSP00000292427
958	9606.ENSP00000442563
959	9606.ENSP00000417401
960	9606.ENSP00000332068
961	9606.ENSP00000362637
962	9606.ENSP00000316173
963	9606.ENSP00000289619
964	9606.ENSP00000317445
965	9606.ENSP00000357025
966	9606.ENSP00000364140
967	9606.ENSP00000312415
968	9606.ENSP00000458954
969	9606.ENSP00000354812
970	9606.ENSP00000264122
971	9606.ENSP00000365637
972	9606.ENSP00000385036
973	9606.ENSP00000300651
974	9606.ENSP00000354842
975	9606.ENSP00000349477
976	9606.ENSP00000262027
977	9606.ENSP00000281741
978	9606.ENSP00000386711
979	9606.ENSP00000222139
980	9606.ENSP00000242351
981	9606.ENSP00000469337
982	9606.ENSP00000250018
983	9606.ENSP00000252677
984	9606.ENSP00000355317
985	9606.ENSP00000300619
986	9606.ENSP00000219255
987	9606.ENSP00000447300
988	9606.ENSP00000264316
989	9606.ENSP00000215631
990	9606.ENSP00000350071
991	9606.ENSP00000268231
992	9606.ENSP00000299721
993	9606.ENSP00000386137
994	9606.ENSP00000259951
995	9606.ENSP00000393876
996	9606.ENSP00000355923
997	9606.ENSP00000415436
